Título;Endereço;Taxa;Área;Quartos;Banheiros;Suítes;Vagas;Preço
Apartamento com 3 Quartos à Venda, 105m²;Rua Professora Dirce Coutinho, 0 - Capim Macio, Natal - RN;R$ 600;105;3;3;3;2;R$ 598.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida dos Caiapós - Pitimbu, Natal - RN;R$ 190;56;2;1;1;1;R$ 110.000
Apartamento com 3 Quartos à Venda, 117m²;Rua Doutor Rômulo Jorge - Lagoa Nova, Natal - RN;R$ 480;117;3;4;4;2;R$ 680.000
Apartamento com 3 Quartos à Venda, 208m²;Avenida Prudente de Morais, 1044 - Tirol, Natal - RN;R$ 1.300;208;3;4;4;6;R$ 2.100.000
Apartamento com 3 Quartos à Venda, 117m²; | Tirol, Natal - RN;R$ 1.200;117;3;2;2;3;R$ 650.000
Apartamento com 4 Quartos à Venda, 155m²;Rua Ismael Pereira da Silva - Capim Macio, Natal - RN;;155;4;5;5;3;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 70m²;Rua Desportista Jeremias Pinheiro da Câmara Filho, 500 - Neópolis, Natal - RN;R$ 430;70;3;2;2;2;R$ 275.000
Apartamento com 3 Quartos à Venda, 120m²; | Lagoa Nova, Natal - RN;;120;3;5;5;2;R$ 580.000
Apartamento com 2 Quartos à Venda, 57m²;Avenida Estrela do Mar, 2193 - Ponta Negra, Natal - RN;R$ 350;57;2;2;2;1;R$ 190.000
Apartamento com 3 Quartos à Venda, 162m²;Rua Carnaúba dos Dantas - Lagoa Nova, Natal - RN;R$ 200;162;3;2;2;3;R$ 432.500
Apartamento com 2 Quartos à Venda, 58m²;Rua Minas Novas, 37 - Neópolis, Natal - RN;R$ 250;58;2;1;1;1;R$ 120.000
Apartamento com 2 Quartos à Venda, 56m²; | Petrópolis, Natal - RN;R$ 348;56;2;2;2;1;R$ 220.000
Apartamento com 4 Quartos à Venda, 215m²; | Tirol, Natal - RN;;215;4;5;5;2;R$ 800.000
Apartamento com 2 Quartos à Venda, 51m²; | Pitimbu, Natal - RN;;51;2;1;1;1;R$ 149.900
Apartamento com 2 Quartos à Venda, 52m²;Rua Doutor Osvaldo Fortes do Rego, 2050 - Ponta Negra, Natal - RN;;52;2;2;2;1;R$ 239.000
Apartamento com 3 Quartos à Venda, 92m²;Avenida Coronel Norton Chaves - Lagoa Nova, Natal - RN;R$ 300;92;3;1;1;2;R$ 420.000
Apartamento com 3 Quartos à Venda, 136m²; | Tirol, Natal - RN;R$ 900;136;3;3;3;3;R$ 750.000
Apartamento com 3 Quartos à Venda, 101m²;Rua Candelária, 3206 - Candelária, Natal - RN;;101;3;3;3;2;R$ 380.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;;56;2;3;3;1;R$ 425.000
Apartamento com 2 Quartos à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN;;59;2;2;2;1;R$ 269.900
Apartamento com 4 Quartos à Venda, 136m²;Rua dos Tororós, 730 - Lagoa Nova, Natal - RN;R$ 1.000;136;4;4;4;3;R$ 833.000
Apartamento com 3 Quartos à Venda, 81m²; | Lagoa Nova, Natal - RN;;81;3;2;2;1;R$ 390.000
Apartamento com 2 Quartos à Venda, 52m²;Rua Osvaldo Fortes do Rêgo, 155 - Ponta Negra, Natal - RN;R$ 323;52;2;2;2;1;R$ 239.000
Apartamento com 4 Quartos à Venda, 210m²;Rua Cláudio Machado, 595 - Petrópolis, Natal - RN;;210;4;3;3;2;R$ 400.000
Apartamento com 2 Quartos à Venda, 161m²;Avenida Senador Salgado Filho, 970 - Tirol, Natal - RN;R$ 1.150;161;2;3;3;2;R$ 480.000
Apartamento com Quarto à Venda, 40m²;Avenida Câmara Cascudo, 522 - Cidade Alta, Natal - RN;R$ 470;40;1;1;1;1;R$ 67.000
Apartamento com 3 Quartos à Venda, 131m²;Rua Doutor Rômulo Jorge, 160 - Lagoa Nova, Natal - RN;R$ 700;131;3;5;5;3;R$ 689.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4985 - Candelária, Natal - RN;R$ 550;123;3;5;5;2;R$ 580.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;R$ 580;56;2;2;2;1;R$ 410.000
Apartamento com 2 Quartos à Venda, 53m²;Rua Osvaldo Fortes do Rêgo, 155 - Ponta Negra, Natal - RN;R$ 315;53;2;2;2;1;R$ 239.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Leonora Armstrong, 300 - Ponta Negra, Natal - RN;R$ 435;55;2;2;2;1;R$ 230.000
Apartamento com 2 Quartos à Venda, 57m²;Rua da Lagosta, 150 - Ponta Negra, Natal - RN;R$ 400;57;2;2;2;1;R$ 196.000
Apartamento com 2 Quartos à Venda, 55m²; | Lagoa Nova, Natal - RN;R$ 192;55;2;1;1;1;R$ 100.000
Apartamento com 3 Quartos à Venda, 95m²;Rua dos Caicós, 1852 - Lagoa Nova, Natal - RN;;95;3;3;3;2;R$ 399.000
Apartamento com 4 Quartos à Venda, 480m²;Avenida Presidente Getúlio Vargas - Petrópolis, Natal - RN;;480;4;4;4;4;R$ 4.800.000
Apartamento com 3 Quartos à Venda, 98m²;Rua Acari, 40 - Lagoa Nova, Natal - RN;;98;3;3;3;2;R$ 450.000
Apartamento com 4 Quartos à Venda, 160m²;Avenida Nascimento de Castro - Lagoa Nova, Natal - RN;;160;4;4;4;3;R$ 780.000
Apartamento com 3 Quartos à Venda, 69m²;Rua Romualdo Galvão, 2235 - Lagoa Nova, Natal - RN;R$ 500;69;3;1;1;1;R$ 215.000
Apartamento com 3 Quartos à Venda, 184m²; | Tirol, Natal - RN;;184;3;4;4;3;R$ 1.000.000
Apartamento com 4 Quartos à Venda, 255m²; | Candelária, Natal - RN;R$ 1.500;255;4;6;6;3;R$ 1.080.000
Apartamento com 2 Quartos à Venda, 60m²;Rua Francisco Pignataro - Capim Macio, Natal - RN;R$ 80;60;2;2;2;1;R$ 110.000
Apartamento com 2 Quartos à Venda, 75m²;Rua Feliciano Dias, 245 - Praia do Meio, Natal - RN;R$ 400;75;2;2;2;1;R$ 185.000
Apartamento com 3 Quartos à Venda, 81m²;Rua Morais Navarro, 55 - Lagoa Nova, Natal - RN;;81;3;2;2;--;R$ 399.000
Apartamento com 3 Quartos à Venda, 109m²;Rua Aníbal Correia, 300 - Candelária, Natal - RN;R$ 890;109;3;3;3;2;R$ 530.000
Apartamento com 3 Quartos à Venda, 80m²;Rua Padre Pinto, 840 - Cidade Alta, Natal - RN;R$ 450;80;3;2;2;1;R$ 220.000
Apartamento com 3 Quartos à Venda, 100m²; | Capim Macio, Natal - RN;;100;3;2;2;2;R$ 380.000
Apartamento com 3 Quartos à Venda, 108m²;Rua Francisco Borges de Oliveira - Lagoa Nova, Natal - RN;R$ 480;108;3;3;3;2;R$ 580.000
Apartamento com 3 Quartos à Venda, 105m²;Rua Agostinho Almeida - Lagoa Nova, Natal - RN;R$ 800;105;3;3;3;2;R$ 420.000
Apartamento com Quarto à Venda, 55m²;Rua Desportista Fabrício Gomes Pedroza, 9164 - Ponta Negra, Natal - RN;;55;1;1;1;1;R$ 369.000
Apartamento com 3 Quartos à Venda, 96m²;Avenida Amintas Barros, 3678 - Lagoa Nova, Natal - RN;R$ 700;96;3;3;3;2;R$ 410.000
Apartamento com 3 Quartos à Venda, 101m²;Avenida Praia de Pirangi - Ponta Negra, Natal - RN;R$ 506;101;3;3;3;2;R$ 557.671
Apartamento com 2 Quartos à Venda, 56m²;Rua Eletricista Elias Ferreira, 2600 - Candelária, Natal - RN;R$ 340;56;2;2;2;1;R$ 255.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4985 - Candelária, Natal - RN;R$ 550;123;3;5;5;2;R$ 530.000
Apartamento com 3 Quartos à Venda, 98m²; | Tirol, Natal - RN;R$ 580;98;3;3;3;2;R$ 525.000
Apartamento com 4 Quartos à Venda, 160m²;Avenida Nascimento de Castro - Dix-sept Rosado, Natal - RN;;160;4;5;5;3;R$ 790.000
Apartamento com 3 Quartos à Venda, 150m²;Rua General Gustavo Cordeiro de Faria - Petrópolis, Natal - RN;;150;3;5;5;3;R$ 970.000
Apartamento com 3 Quartos à Venda, 120m²;Rua Ana Néri, 351 - Petrópolis, Natal - RN;R$ 710;120;3;3;3;2;R$ 690.000
Apartamento com 2 Quartos à Venda, 56m²;Rua Apodi, 492 - Tirol, Natal - RN;R$ 315;56;2;2;2;1;R$ 235.000
Apartamento com 2 Quartos à Venda, 64m²;Rua Lúcia Viveiros - Neópolis, Natal - RN;;64;2;2;2;2;R$ 268.000
Apartamento com 2 Quartos à Venda, 53m²; | Tirol, Natal - RN;;53;2;2;2;1;R$ 270.000
Apartamento com 3 Quartos à Venda, 112m²;Rua Desembargador Hemetério Fernandes - Tirol, Natal - RN;;112;3;4;4;2;R$ 700.000
Apartamento com 3 Quartos à Venda, 136m²;Avenida Nascimento de Castro - Dix-sept Rosado, Natal - RN;;136;3;4;4;3;R$ 784.000
Apartamento com 5 Quartos à Venda, 165m²;Rua Henri Koster, 1029 - Tirol, Natal - RN;R$ 1;165;5;6;6;3;R$ 1.065.000
Apartamento com 2 Quartos à Venda, 50m²;Avenida Praia de Ponta Negra, 9055 - Ponta Negra, Natal - RN;R$ 620;50;2;1;1;1;R$ 245.000
Apartamento com 4 Quartos à Venda, 480m²;Avenida Presidente Getúlio Vargas, 544 - Petrópolis, Natal - RN;R$ 2.500;480;4;3;3;4;R$ 5.645.603
Apartamento com 2 Quartos à Venda, 56m²; | Pitimbu, Natal - RN;R$ 225;56;2;1;1;1;R$ 105.000
Apartamento com 3 Quartos à Venda, 102m²;Avenida Deputado Antônio Florêncio de Queiroz, 3365 - Ponta Negra, Natal - RN;R$ 550;102;3;3;3;2;R$ 550.000
Apartamento com 2 Quartos à Venda, 90m²; | Tirol, Natal - RN;R$ 500;90;2;1;1;2;R$ 480.000
Apartamento com 3 Quartos à Venda, 136m²;Rua Coronel Costa Pinheiro, 1560 - Tirol, Natal - RN;R$ 700;136;3;3;3;2;R$ 400.000
Apartamento com 2 Quartos para Venda/Aluguel 59m²; | Ponta Negra, Natal - RN;R$ 250;59;2;1;1;--;R$ 175.000
Apartamento com 2 Quartos à Venda, 101m²;Avenida Coronel Norton Chaves - Lagoa Nova, Natal - RN;R$ 400;101;2;2;2;2;R$ 164.900
Apartamento com 2 Quartos à Venda/Aluguel 57m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;;57;2;2;2;1;R$ 350.000
Apartamento com 3 Quartos à Venda, 180m²; | Tirol, Natal - RN;;180;3;2;2;2;R$ 700.000
Apartamento com 3 Quartos à Venda, 123m²;Rua Jaguarari, 4985 - Candelária, Natal - RN;R$ 680;123;3;4;4;2;R$ 675.000
Apartamento com 2 Quartos à Venda, 95m²;Avenida Presidente Café Filho - Praia do Meio, Natal - RN;;95;2;2;2;2;R$ 260.000
Apartamento com 3 Quartos à Venda, 98m²;Rua Beatriz Pinheiro, 1319 - Barro Vermelho, Natal - RN;R$ 695;98;3;4;4;2;R$ 355.000
Apartamento com 3 Quartos à Venda, 120m²;Rua Américo Soares Wanderley, 10 - Capim Macio, Natal - RN;;120;3;3;3;3;R$ 850.000
Apartamento com 2 Quartos à Venda, 86m²;Avenida Governador Sílvio Pedroza, 232 - Areia Preta, Natal - RN;R$ 704;86;2;2;2;2;R$ 330.000
Apartamento com 2 Quartos à Venda/Aluguel 54m²;Rua Agrestina, 1620 - Planalto, Natal - RN;;54;2;2;2;1;R$ 125.000
Apartamento com 2 Quartos à Venda, 58m²; | Tirol, Natal - RN;R$ 660;58;2;6;6;1;R$ 220.000
Apartamento com 4 Quartos à Venda, 333m²;Avenida Rodrigues Alves, 410 - Petrópolis, Natal - RN;;333;4;6;6;3;R$ 1.650.000
Apartamento com 3 Quartos à Venda, 92m²;Rua Barão do Curumataú, 2224 - Lagoa Nova, Natal - RN;R$ 1.100;92;3;3;3;2;R$ 250.000
Apartamento com 4 Quartos à Venda, 503m²;Rua Doutor Manoel Dantas - Petrópolis, Natal - RN;R$ 2.100;503;4;5;5;4;R$ 2.199.000
Apartamento com 3 Quartos à Venda, 122m²;Rua José Aurino Rocha, 2232 - Lagoa Nova, Natal - RN;R$ 600;122;3;3;3;3;R$ 300.000
Apartamento com 6 Quartos à Venda, 410m²;Rua Dom José Tomaz - Tirol, Natal - RN;;410;6;5;5;4;R$ 2.000.000
Apartamento com 3 Quartos à Venda, 166m²;Rua Desportista Jeremias Pinheiro da Câmara Filho - Ponta Negra, Natal - RN;R$ 800;166;3;4;4;2;R$ 399.000
Apartamento com 4 Quartos à Venda, 220m²;Rua Ceará Mirim, 389 - Tirol, Natal - RN;R$ 900;220;4;6;6;4;R$ 1.470.000
Apartamento com 4 Quartos à Venda, 480m²;Avenida Presidente Getúlio Vargas, 450 - Petrópolis, Natal - RN;R$ 2.900;480;4;5;5;5;R$ 6.000.000
Apartamento com 4 Quartos à Venda, 205m²;Avenida Rodrigues Alves, 1 - Tirol, Natal - RN;R$ 1.100;205;4;5;5;3;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 85m²;Rua Doutor José Gonçalves, 170 - Lagoa Nova, Natal - RN;R$ 400;85;3;3;3;2;R$ 400.000
Apartamento com 3 Quartos à Venda, 66m²;Rua Demócrito de Souza Paiva, 818 - Lagoa Nova, Natal - RN;R$ 420;66;3;2;2;2;R$ 248.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;;56;2;2;2;1;R$ 200.000
Apartamento com 2 Quartos à Venda, 56m²;Avenida Engenheiro Roberto Freire, 4702 - Ponta Negra, Natal - RN;;56;2;2;2;1;R$ 200.000
Apartamento com 2 Quartos à Venda, 52m²;Rua das Algas - Ponta Negra, Natal - RN;R$ 315;52;2;2;2;1;R$ 239.000
Apartamento com 3 Quartos à Venda, 217m²; | Tirol, Natal - RN;;217;3;3;3;2;R$ 700.000
Apartamento com 2 Quartos à Venda, 54m²;Rua da Lagosta - Ponta Negra, Natal - RN;R$ 300;54;2;2;2;1;R$ 199.000
Apartamento com 2 Quartos à Venda, 57m²;Avenida Amintas Barros, 4095 - Lagoa Nova, Natal - RN;R$ 380;57;2;2;2;1;R$ 237.000
Apartamento com 3 Quartos à Venda, 98m²; | Petrópolis, Natal - RN;R$ 460;98;3;2;2;2;R$ 595.000
Apartamento com 3 Quartos à Venda, 165m²;Rua Ceará Mirim, 0 - Tirol, Natal - RN;R$ 900;165;3;4;4;4;R$ 1.300.000
Apartamento com 3 Quartos à Venda, 94m²;Rua das Perdizes, 7979 - Pitimbu, Natal - RN;R$ 499;94;3;3;3;2;R$ 368.000
Apartamento com 2 Quartos à Venda, 59m²; | Ponta Negra, Natal - RN;R$ 362;59;2;1;1;1;R$ 299.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Teotônio Freire, 75 - Ribeira, Natal - RN;R$ 430;75;3;2;2;2;R$ 250.000
Apartamento com 2 Quartos à Venda, 61m²;Avenida Amintas Barros, 1201 - Lagoa Nova, Natal - RN;;61;2;2;2;1;R$ 199.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Carapeba - Ponta Negra, Natal - RN;R$ 310;55;2;2;2;1;R$ 262.000
Apartamento com 3 Quartos à Venda, 150m²; | Tirol, Natal - RN;;150;3;4;4;--;R$ 900.000
Apartamento com 3 Quartos à Venda, 67m²;Rua Doutor Osvaldo Fortes do Rego, 10 - Ponta Negra, Natal - RN;R$ 418.000;67;3;2;2;2;R$ 319.000
Apartamento com 4 Quartos à Venda, 181m²;Avenida Nilo Peçanha - Petrópolis, Natal - RN;;181;4;6;6;3;R$ 980.000
Apartamento com 4 Quartos à Venda, 279m²;Rua Pinto Martins - Areia Preta, Natal - RN;;279;4;6;6;5;R$ 2.275.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Engenheiro João Hélio Alves Rocha - Planalto, Natal - RN;R$ 220;55;2;2;2;1;R$ 113.000
Apartamento com 3 Quartos à Venda, 80m²; | Tirol, Natal - RN;R$ 580;80;3;2;2;2;R$ 380.000
Apartamento com 3 Quartos à Venda, 79m²;Avenida Praia de Pirangi - Ponta Negra, Natal - RN;R$ 506;79;3;3;3;2;R$ 474.727
Apartamento com 2 Quartos à Venda, 53m²;Rua Osvaldo Fortes do Rêgo, 155 - Ponta Negra, Natal - RN;R$ 250;53;2;1;1;1;R$ 244.900
Apartamento com 3 Quartos à Venda, 103m²;Travessa João XXIII, 1018 - Petrópolis, Natal - RN;;103;3;3;3;2;R$ 489.900
Apartamento com 2 Quartos à Venda, 57m²;Avenida dos Pinheirais - Neópolis, Natal - RN;R$ 340;57;2;2;2;1;R$ 244.000
Apartamento com 2 Quartos à Venda, 58m²;Rua Engenheiro Vulpiano Cavalcanti Filho - Rocas, Natal - RN;R$ 343;58;2;2;2;2;R$ 255.000
Apartamento com 2 Quartos à Venda, 59m²;Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN;R$ 362.000;59;2;2;2;1;R$ 264.900
Apartamento com 4 Quartos à Venda, 170m²;Rua dos Tororós, 001 - Lagoa Nova, Natal - RN;;170;4;5;5;4;R$ 920.000
Apartamento com 3 Quartos à Venda, 92m²;Rua Walter Duarte Pereira, 1984 - Capim Macio, Natal - RN;R$ 575;92;3;3;3;2;R$ 500.000
Apartamento com 4 Quartos à Venda, 220m²;Rua Ceará Mirim, 1 - Tirol, Natal - RN;;220;4;6;6;4;R$ 1.800.000
Apartamento com 3 Quartos à Venda, 148m²; | Tirol, Natal - RN;R$ 800;148;3;4;4;2;R$ 430.000
Apartamento com 2 Quartos à Venda/Aluguel 52m²;Avenida dos Caiapós, 2015 - Pitimbu, Natal - RN;R$ 250;52;2;1;1;1;R$ 100.000
Apartamento com 3 Quartos à Venda, 142m²;Avenida Deodoro da Fonseca, 246 - Petrópolis, Natal - RN;;142;3;3;3;1;R$ 420.000
Apartamento com 2 Quartos à Venda, 57m²; | Ponta Negra, Natal - RN;R$ 373;57;2;2;2;1;R$ 290.000
Apartamento com 2 Quartos à Venda, 45m²;Avenida Praia de Pirangi, 108 - Ponta Negra, Natal - RN;;45;2;1;1;--;R$ 150.000
Apartamento com 3 Quartos à Venda/Aluguel 92m²;Rua Maria Auxiliadora - Tirol, Natal - RN;R$ 720;92;3;3;3;2;R$ 430.000
Apartamento com 3 Quartos à Venda, 136m²;Rua dos Tororós, 730 - Lagoa Nova, Natal - RN;R$ 700;136;3;4;4;4;R$ 750.000
Apartamento com 4 Quartos à Venda, 240m²;Praça Engenheiro Abel de Menezes Lira, 1128 - Tirol, Natal - RN;;240;4;2;2;2;R$ 650.000
Apartamento com 4 Quartos à Venda, 240m²;Praça Engenheiro Abel de Menezes Lira, 1128 - Tirol, Natal - RN;;240;4;2;2;2;R$ 650.000
Apartamento com 2 Quartos à Venda, 55m²;Rua Antônio Madruga, 1959 - Capim Macio, Natal - RN;;55;2;2;2;1;R$ 245.000
Apartamento com 4 Quartos à Venda, 218m²;Avenida Rodrigues Alves - Petrópolis, Natal - RN;;218;4;4;4;2;R$ 760.000
Apartamento com 3 Quartos à Venda, 66m²; | Capim Macio, Natal - RN;R$ 315;66;3;2;2;1;R$ 180.000
Apartamento com 4 Quartos à Venda, 170m²;Rua dos Tororós, 730 - Lagoa Nova, Natal - RN;;170;4;6;6;3;R$ 900.000
Apartamento com 4 Quartos à Venda, 480m²;Avenida Presidente Getúlio Vargas, 544 - Petrópolis, Natal - RN;R$ 2.500;480;4;3;3;4;R$ 5.822.490
Apartamento com 3 Quartos à Venda, 100m²;Rua Acari, 40 - Lagoa Nova, Natal - RN;R$ 500;100;3;3;3;2;R$ 450.000
Apartamento com 2 Quartos à Venda, 51m²;Avenida dos Caiapós, 1945 - Pitimbu, Natal - RN;;51;2;1;1;1;R$ 144.950
Apartamento com 2 Quartos à Venda, 54m²;Rua Maria Auxiliadora, 50 - Tirol, Natal - RN;;54;2;2;2;1;R$ 279.000
Apartamento com 3 Quartos à Venda, 99m²;Rua Acari, 40 - Lagoa Nova, Natal - RN;R$ 500;99;3;4;4;2;R$ 440.000
Apartamento com 4 Quartos à Venda, 117m²;Rua Aníbal Correia, 300 - Lagoa Nova, Natal - RN;;117;4;4;4;2;R$ 560.000
Apartamento com 3 Quartos à Venda, 136m²;Rua dos Tororós - Lagoa Nova, Natal - RN;R$ 800;136;3;4;4;3;R$ 850.000
Apartamento com 2 Quartos à Venda, 55m²; | Ponta Negra, Natal - RN;;55;2;2;2;1;R$ 270.000
Apartamento com 2 Quartos à Venda, 103m²;Rua João Rodrigues de Oliveira, 149 - Ponta Negra, Natal - RN;R$ 600;103;2;2;2;2;R$ 750.000
Apartamento com Quarto à Venda, 36m²;Rua Coronel Inácio Vale - Ponta Negra, Natal - RN;R$ 730;36;1;1;1;--;R$ 150.000
Apartamento com 2 Quartos à Venda, 54m²;Rua Agrestina - Planalto, Natal - RN;R$ 11;54;2;3;3;1;R$ 130.000
Apartamento com 2 Quartos à Venda, 58m²;Rua Capitão Abdon Nunes, 824 - Tirol, Natal - RN;;58;2;2;2;1;R$ 259.000
Apartamento com 4 Quartos à Venda, 148m²;Rua Professor Clementino Câmara, 230 - Barro Vermelho, Natal - RN;R$ 800;148;4;4;4;2;R$ 395.000
Apartamento com 3 Quartos à Venda, 96m²;Alameda das Mansões, 701 - Candelária, Natal - RN;R$ 526;96;3;3;3;2;R$ 450.000
Apartamento com 3 Quartos à Venda, 120m²; | Tirol, Natal - RN;R$ 1.000;120;3;3;3;2;R$ 280.000
Apartamento com 3 Quartos à Venda, 99m²;Rua Acari, 40 - Lagoa Nova, Natal - RN;;99;3;4;4;2;R$ 435.000
Apartamento com 4 Quartos à Venda, 215m²;Rua Ceará Mirim, 555 - Tirol, Natal - RN;R$ 1.200;215;4;6;6;4;R$ 1.564.273
Apartamento com 4 Quartos à Venda, 280m²;Rua Fabrício Pedroza, 1011 - Areia Preta, Natal - RN;;280;4;5;5;--;R$ 2.347.000
Apartamento com 4 Quartos à Venda, 246m²; | Tirol, Natal - RN;;246;4;5;5;3;R$ 850.000
Apartamento com 2 Quartos à Venda, 52m²;Rua Osvaldo Fortes do Rêgo, 565 - Ponta Negra, Natal - RN;R$ 1;52;2;2;2;1;R$ 240.000
Apartamento com 3 Quartos à Venda, 115m²; | Lagoa Seca, Natal - RN;R$ 1.000;115;3;3;3;2;R$ 415.000
Apartamento com Quarto à Venda, 58m²; | Petrópolis, Natal - RN;R$ 560;58;1;1;1;--;R$ 160.000
Apartamento com 3 Quartos à Venda, 120m²;Travessa Ayrton Senna, 426 - Capim Macio, Natal - RN;R$ 900;120;3;3;3;2;R$ 240.000
Apartamento com 3 Quartos à Venda, 101m²;Avenida Deputado Antônio Florêncio de Queiroz, 3980 - Ponta Negra, Natal - RN;R$ 570;101;3;3;3;2;R$ 265.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Teotônio Freire, 34 - Ribeira, Natal - RN;R$ 320;75;3;1;1;2;R$ 269.900
Apartamento com 3 Quartos à Venda, 276m²;Avenida Governador Sílvio Pedroza, 232 - Areia Preta, Natal - RN;R$ 1.700;276;3;4;4;4;R$ 1.300.000
Apartamento com 3 Quartos à Venda, 129m²; | Tirol, Natal - RN;;129;3;5;5;2;R$ 510.000
Apartamento com 3 Quartos à Venda, 159m²;Rua Morais Navarro - Lagoa Nova, Natal - RN;R$ 647;159;3;4;4;2;R$ 750.000
Apartamento com 2 Quartos à Venda, 45m²;Rua Vereador Antônio Cortez, 1873 - Ponta Negra, Natal - RN;;45;2;2;2;2;R$ 146.000
Apartamento com 3 Quartos para Venda/Aluguel 80m²;Rua Nélio Tavares, 2000 - Morro Branco, Natal - RN;R$ 800;80;3;2;2;2;R$ 290.000
Apartamento com 3 Quartos à Venda, 75m²;Rua Teotônio Freire, 75 - Ribeira, Natal - RN;R$ 330;75;3;2;2;1;R$ 260.000
Apartamento com 2 Quartos à Venda, 55m²;Avenida Praia de Ponta Negra - Ponta Negra, Natal - RN;R$ 450;55;2;2;2;1;R$ 360.000
Apartamento com 2 Quartos à Venda, 50m²; | Pitimbu, Natal - RN;;50;2;1;1;--;R$ 96.500
Apartamento com 2 Quartos à Venda, 55m²; | Ponta Negra, Natal - RN;R$ 685;55;2;2;2;1;R$ 350.000
Apartamento com 2 Quartos à Venda, 70m²; | Barro Vermelho, Natal - RN;;70;2;2;2;2;R$ 391.000
Apartamento com 2 Quartos à Venda, 52m²; | Candelária, Natal - RN;;52;2;2;2;1;R$ 230.000
Apartamento com 2 Quartos à Venda, 57m²;Rua dos Pintassilgos, 70 - Pitimbu, Natal - RN;R$ 350;57;2;2;2;2;R$ 210.000
Apartamento com 3 Quartos à Venda, 132m²;Rua Desembargador Carlos Augusto, 100 - Lagoa Nova, Natal - RN;;132;3;1;1;3;R$ 525.900
Apartamento com 3 Quartos à Venda/Aluguel 200m²;Avenida Amintas Barros, 3678 - Lagoa Nova, Natal - RN;R$ 1.391;200;3;5;5;3;R$ 735.000
Apartamento com 3 Quartos à Venda, 120m²;Avenida das Brancas Dunas - Candelária, Natal - RN;R$ 250;120;3;3;3;1;R$ 215.000
Apartamento com 3 Quartos à Venda, 125m²;Rua Jaguarari - Candelária, Natal - RN;R$ 650;125;3;4;4;12;R$ 405.000
Apartamento com 4 Quartos à Venda, 208m²;Avenida Prudente de Morais, 1044 - Tirol, Natal - RN;R$ 1.200;208;4;5;5;4;R$ 1.750.000
Apartamento com 2 Quartos à Venda, 57m²; | Tirol, Natal - RN;R$ 490;57;2;2;2;1;R$ 240.000
Apartamento com 3 Quartos à Venda, 87m²;Rua Anísio de Souza, 2556 - Lagoa Nova, Natal - RN;;87;3;1;1;2;R$ 420.000
Apartamento com 3 Quartos à Venda, 102m²;Alameda das Mansões, 701 - Candelária, Natal - RN;R$ 517;102;3;3;3;2;R$ 600.000
Apartamento com 4 Quartos à Venda, 350m²; | Tirol, Natal - RN;;350;4;1;1;4;R$ 1.800.000
Apartamento com 2 Quartos à Venda, 55m²;Rua das Perdizes - Pitimbu, Natal - RN;R$ 300;55;2;2;2;1;R$ 195.000
Apartamento com Quarto à Venda, 34m²;Avenida Vinte e Cinco de Dezembro, 516 - Praia do Meio, Natal - RN;R$ 140;34;1;1;1;1;R$ 160.000
Apartamento com 3 Quartos à Venda, 90m²;Travessa Amintas Barros, 00 - Lagoa Nova, Natal - RN;R$ 650;90;3;2;2;--;R$ 450.000
Apartamento com 3 Quartos à Venda, 87m²;Rua Major Jorge Martiniano, 22 - Capim Macio, Natal - RN;R$ 500;87;3;2;2;2;R$ 340.000
Apartamento com 4 Quartos à Venda, 296m²; | Candelária, Natal - RN;R$ 2.000;296;4;6;6;4;R$ 950.000
Apartamento com 3 Quartos à Venda, 150m²; | Tirol, Natal - RN;R$ 980;150;3;5;5;3;R$ 900.000
Apartamento com 3 Quartos à Venda, 70m²;Avenida Capitão-mor Gouveia, 1135 - Lagoa Nova, Natal - RN;;70;3;2;2;2;R$ 265.000
Apartamento com 3 Quartos à Venda, 119m²; | Tirol, Natal - RN;R$ 750;119;3;5;5;2;R$ 750.000
Apartamento com 3 Quartos à Venda, 138m²; | Lagoa Nova, Natal - RN;R$ 620;138;3;4;4;2;R$ 310.000
Apartamento com 4 Quartos à Venda, 235m²;Rua Maria Auxiliadora, 756 - Tirol, Natal - RN;R$ 1.600;235;4;6;6;3;R$ 1.100.000
Apartamento com 3 Quartos à Venda, 115m²;Rua São João, 1233 - Lagoa Seca, Natal - RN;R$ 900;115;3;3;3;2;R$ 499.000
